,0
YearsAsCoach,0.009292790738579701
DaysTSubmitNoMissing,-0.003755900329886116
FitNoMissing,0.01492286682783109
RelationshipBuildingNoMissing,-0.03712851798068758
FinalAchievementNoMissing,0.11423523452988626
CommAndPresNoMissing,-0.07343521791075767
PredModelScoreNoMissing,-0.5439803868655502
CMProspectRatingNoMissing,0.013968003561636534
AgeAtFDOSNoMissing,0.04078655127459898
SchoolSelectivityNoMissing,-0.05965236558008229
CumuGPANoMissing,-0.007987818944029895
PerseveranceNoMissing,-0.062252042404632404
FRPLNoMissing,-0.034203311496753326
YearsSchoolPartnerNoMissing,-0.02152598732821348
YearsPartnerPartnerNoMissing,0.050645480125797816
FirstYearsInSchoolNoMissing,-1.400170428029044
SecondYearsInSchoolNoMissing,-1.4603548398110884
CMsInSchoolNoMissing,1.421492564889417
CertProgramCostNoMissing,3.199370032563469e-06
AvgFirstMonthSalNoMissing,0.00014435223016666266
RentPropNoMissing,1.6174729010974827
AvgRentNoMissing,-0.0011415014926397318
CorpsSizeNoMissing,-0.0007614127442288235
RegPrefLevNoMissing,0.024496827058488452
CSI6NoMissing,-0.014161759375378415
CSI5NoMissing,-0.07010983745491836
CSI3NoMissing,-0.03746380714980326
CSI12NoMissing,-0.09039097750588967
CLI8NoMissing,-0.012599713105286266
CLI6NoMissing,-0.13921661723535583
OtherCMsSameCoachNoMissing,-0.014446093718168705
OtherCMsPrevCoachNoMissing,0.0026682865114943635
K12TeachNo,0.09982297989407467
K12TeachYes,0.006383127431723793
K12TeachNull,0.061443538843749854
HadFamRespNo,-0.03429184920605294
HadFamRespYes,0.0529154325176778
HadFamRespNull,0.14902606286207953
PellGrantNoOrMissing,0.12938531075727885
PellGrantYes,0.03826433541562054
GenderFemale,0.4120078432063027
GenderMale,0.4846369975960795
CalcGradStudent,0.12373728872762461
CalcJunior,-0.006641605821818128
CalcProfessional,-0.01641148035177769
CalcUndergrad,0.2113715714465192
CalcUnknown,-0.14440612783210752
AttendLIC_HS_No,-0.008799354951015567
AttendLIC_HS_Yes,-0.09109448489921483
AttendLIC_HS_Unknown,0.267543486026566
GrewUpLIC_No_Or_Unknown,0.03920939378830221
GrewUpLIC_Yes,0.12844025238571555
LIC_Served_No_Or_Unknown,0.060245537880741835
LIC_Served_Yes,0.10740410828997375
Eth_Black,-0.3458862802864901
Eth_Native,0.447594394458528
Eth_AsianAmPacIsl,0.2080689218452463
Eth_Latinx,0.0413500364128393
Eth_MultiEthMultiRacial,-0.1116385443081789
Eth_OtherOrUnknown,-0.06931338471900274
Eth_White,-0.0025254972372097816
VarsitySport_No_Or_Unknown,0.13868028065512533
VarsitySport_Yes,0.028969365525710687
DeferralRequested,0.06995336990982107
DeferralNotRequested,0.09769627626795266
Title1No,0.028493048777234804
Title1Yes,0.1391565973997551
Grade_ECE,0.8863059692588849
Grade_HIGH,-0.08431356233741617
Grade_LOWELEM,-0.07990315561285692
Grade_MIDDLE,0.04964206880314332
Grade_UPPERELEM,0.19112972442406456
Grade_Unknown,-0.7952113983715243
School_Charter,0.375422638014837
School_Public,0.0033996064440243367
School_Other,-0.2111725982870457
LGB_NoProtect,0.30055787568940395
LGB_LocalProtect,0.07481079915578089
LGB_StateProtect,-0.20771902868013684
TeacherPP_No,0.17694882193892744
TeacherPP_Yes,-0.009299175767747159
Region_Large,0.0850117331512632
Region_Medium,0.08008696010175542
Region_Small,0.0025509529153500063
Urbanicity_Both,0.1201847405464643
Urbanicity_Rural,-0.29651844024123614
Urbanicity_Urban,0.3439833458646591
COL_High,0.32332120696617367
COL_Low,0.0073741407183169185
COL_Medium,-0.1630457015188861
MajorTeaching_Match,0.07314078214958414
MajorTeaching_Mismatch,0.09450886403028033
MajorOffered_Match,0.0802110495138095
MajorOffered_Mismatch,0.08743859665801354
